ID,Name,Age,Gender,Sales,Profit,Date,Category,Discount,Profit Margin
1341,Alice,25.0,Other,400.0,10.0,,Clothing,,0.025
1342,Alice,27.35427534588342,Female,200.0,24.992101105845183,,,15.0,0.12496050552922591
1343,Charlie,35.0,Other,100.0,20.0,2023-02-15,Electronics,5.0,0.2
1344,Eve,35.0,Female,100.0,10.0,2023-01-01,Clothing,,0.1
1345,Bob,25.0,Female,248.95738893925656,40.0,2023-02-15,Furniture,10.0,0.16067006554989074
1346,David,25.0,Male,400.0,30.0,2023-02-15,Electronics,20.0,0.075
1347,Bob,20.0,Male,100.0,30.0,2023-02-15,,5.0,0.3
1348,Eve,30.0,Female,248.95738893925656,24.992101105845183,,,15.0,0.10038706307264107
1350,Alice,30.0,Male,248.95738893925656,20.0,,Electronics,20.0,0.08033503277494537
1351,Eve,25.0,Female,400.0,30.0,2023-02-15,Furniture,10.0,0.075
1352,Alice,27.35427534588342,Other,248.95738893925656,10.0,,,5.0,0.040167516387472686
1353,Alice,27.35427534588342,Other,100.0,20.0,2023-02-15,Clothing,20.0,0.2
1355,David,20.0,Other,300.0,40.0,,Grocery,10.0,0.13333333333333333
1356,David,30.0,Other,248.95738893925656,20.0,2023-01-01,,15.0,0.08033503277494537
1357,Charlie,25.0,Female,200.0,20.0,2023-02-15,,20.0,0.1
1358,Bob,35.0,Other,400.0,30.0,2023-01-01,Furniture,20.0,0.075
1359,Eve,20.0,Other,300.0,24.992101105845183,,Grocery,20.0,0.08330700368615061
1360,Eve,35.0,Other,248.95738893925656,30.0,,Grocery,5.0,0.12050254916241807
1361,Eve,35.0,Other,200.0,24.992101105845183,2023-01-01,Electronics,20.0,0.12496050552922591
1362,Charlie,25.0,Female,300.0,40.0,,Furniture,5.0,0.13333333333333333
1363,David,30.0,Other,100.0,24.992101105845183,,Clothing,,0.24992101105845183
1365,Eve,20.0,Male,248.95738893925656,20.0,2023-02-15,Grocery,5.0,0.08033503277494537
1367,Alice,25.0,Male,100.0,30.0,2023-01-01,,10.0,0.3
1369,David,25.0,Male,400.0,24.992101105845183,2023-02-15,Grocery,,0.062480252764612956
1370,Charlie,20.0,Male,300.0,40.0,2023-01-01,,15.0,0.13333333333333333
1371,David,30.0,Male,300.0,40.0,,Grocery,5.0,0.13333333333333333
1372,Eve,25.0,Male,200.0,10.0,2023-02-15,Clothing,,0.05
1373,Eve,20.0,Female,100.0,24.992101105845183,,Electronics,5.0,0.24992101105845183
1375,Eve,27.35427534588342,Male,200.0,24.992101105845183,,Furniture,10.0,0.12496050552922591
1377,Charlie,27.35427534588342,Other,300.0,40.0,2023-02-15,Grocery,5.0,0.13333333333333333
1378,Bob,25.0,Male,400.0,40.0,2023-02-15,Clothing,15.0,0.1
1380,Bob,20.0,Female,200.0,40.0,,Furniture,20.0,0.2
1382,Alice,25.0,Male,300.0,20.0,,,5.0,0.06666666666666667
1383,Bob,35.0,Other,200.0,10.0,,Grocery,10.0,0.05
1385,Eve,30.0,Other,248.95738893925656,40.0,,Grocery,5.0,0.16067006554989074
1386,Eve,25.0,Female,400.0,10.0,2023-02-15,,5.0,0.025
1389,Charlie,27.35427534588342,Female,248.95738893925656,24.992101105845183,,,10.0,0.10038706307264107
1390,David,35.0,Female,248.95738893925656,10.0,,Clothing,15.0,0.040167516387472686
1391,Bob,27.35427534588342,Female,100.0,30.0,2023-02-15,Electronics,,0.3
1392,Alice,25.0,Male,248.95738893925656,10.0,,Electronics,5.0,0.040167516387472686
1393,Eve,35.0,Male,400.0,20.0,2023-01-01,Furniture,20.0,0.05
1397,Bob,25.0,Other,200.0,10.0,,Grocery,,0.05
1398,Bob,25.0,Female,100.0,30.0,,,15.0,0.3
1400,Charlie,20.0,Female,100.0,24.992101105845183,,Furniture,,0.24992101105845183
1401,Charlie,27.35427534588342,Male,300.0,10.0,2023-02-15,Furniture,10.0,0.03333333333333333
1402,Eve,20.0,Female,300.0,30.0,2023-02-15,Furniture,15.0,0.1
1403,Eve,35.0,Other,200.0,20.0,,,20.0,0.1
1404,Alice,25.0,Other,300.0,30.0,,Grocery,5.0,0.1
1405,Alice,30.0,Female,248.95738893925656,10.0,2023-01-01,Grocery,10.0,0.040167516387472686
1406,David,25.0,Other,400.0,24.992101105845183,,Electronics,15.0,0.062480252764612956
1407,Eve,27.35427534588342,Other,300.0,40.0,2023-02-15,Grocery,20.0,0.13333333333333333
1408,Bob,30.0,Male,100.0,40.0,2023-02-15,Grocery,10.0,0.4
1410,Alice,30.0,Other,300.0,10.0,,,10.0,0.03333333333333333
1412,Charlie,35.0,Female,248.95738893925656,10.0,2023-01-01,Clothing,,0.040167516387472686
1413,David,25.0,Female,300.0,30.0,2023-01-01,,,0.1
1414,Eve,27.35427534588342,Other,400.0,20.0,,Furniture,15.0,0.05
1415,Alice,20.0,Female,200.0,10.0,,Furniture,,0.05
1416,Charlie,25.0,Male,248.95738893925656,40.0,2023-02-15,Clothing,15.0,0.16067006554989074
1417,Alice,20.0,Other,100.0,40.0,,Grocery,5.0,0.4
1418,Bob,27.35427534588342,Other,300.0,20.0,2023-01-01,Clothing,,0.06666666666666667
1419,David,25.0,Other,200.0,10.0,2023-02-15,Electronics,15.0,0.05
1420,Bob,27.35427534588342,Female,100.0,20.0,2023-01-01,Clothing,10.0,0.2
1421,Alice,30.0,Female,100.0,30.0,,Clothing,15.0,0.3
1422,Alice,27.35427534588342,Other,400.0,20.0,2023-01-01,Furniture,15.0,0.05
1424,Charlie,25.0,Female,248.95738893925656,40.0,2023-01-01,Electronics,15.0,0.16067006554989074
1425,Charlie,30.0,Female,200.0,30.0,2023-02-15,Clothing,10.0,0.15
1426,Bob,25.0,Other,200.0,10.0,2023-02-15,Electronics,20.0,0.05
1428,Charlie,35.0,Other,400.0,10.0,2023-01-01,,5.0,0.025
1429,Eve,25.0,Female,400.0,10.0,,Electronics,15.0,0.025
1430,Bob,30.0,Other,200.0,24.992101105845183,,Grocery,10.0,0.12496050552922591
1431,Bob,35.0,Other,200.0,30.0,2023-01-01,Electronics,,0.15
1432,Eve,35.0,Other,300.0,10.0,2023-02-15,Furniture,15.0,0.03333333333333333
1434,Eve,27.35427534588342,Other,248.95738893925656,20.0,2023-01-01,Furniture,20.0,0.08033503277494537
1435,David,27.35427534588342,Female,248.95738893925656,24.992101105845183,,Furniture,15.0,0.10038706307264107
1436,Eve,35.0,Other,400.0,30.0,,Grocery,10.0,0.075
1438,Alice,27.35427534588342,Male,400.0,30.0,,Clothing,15.0,0.075
1440,Eve,25.0,Other,200.0,30.0,,Grocery,20.0,0.15
1441,Eve,35.0,Male,100.0,30.0,2023-02-15,Grocery,10.0,0.3
1442,Charlie,35.0,Other,100.0,10.0,2023-01-01,Clothing,15.0,0.1
1444,Charlie,27.35427534588342,Male,200.0,10.0,,Clothing,,0.05
1445,Bob,27.35427534588342,Male,200.0,10.0,2023-02-15,Clothing,20.0,0.05
1446,Charlie,27.35427534588342,Other,400.0,30.0,,Clothing,15.0,0.075
1447,Eve,30.0,Other,100.0,20.0,2023-02-15,Grocery,,0.2
1449,Alice,35.0,Other,200.0,20.0,,Grocery,5.0,0.1
1450,Charlie,27.35427534588342,Male,300.0,30.0,,,,0.1
1451,David,20.0,Female,100.0,30.0,,Clothing,20.0,0.3
1452,Alice,27.35427534588342,Female,200.0,20.0,,Grocery,5.0,0.1
1454,Charlie,25.0,Other,248.95738893925656,10.0,,Grocery,,0.040167516387472686
1456,Eve,30.0,Female,248.95738893925656,30.0,2023-01-01,Electronics,20.0,0.12050254916241807
1457,Charlie,35.0,Female,400.0,30.0,2023-02-15,Clothing,15.0,0.075
1458,Eve,27.35427534588342,Other,248.95738893925656,20.0,,,5.0,0.08033503277494537
1459,Alice,20.0,Male,200.0,10.0,,Clothing,20.0,0.05
1460,Eve,35.0,Other,248.95738893925656,20.0,,Furniture,15.0,0.08033503277494537
1461,Bob,30.0,Female,100.0,20.0,,Furniture,5.0,0.2
1462,David,35.0,Male,200.0,30.0,2023-01-01,,20.0,0.15
1464,David,27.35427534588342,Female,248.95738893925656,30.0,,,5.0,0.12050254916241807
1466,Charlie,27.35427534588342,Male,400.0,30.0,,Electronics,15.0,0.075
1468,Bob,27.35427534588342,Female,248.95738893925656,24.992101105845183,2023-02-15,,,0.10038706307264107
1469,Alice,27.35427534588342,Other,400.0,40.0,2023-01-01,Grocery,15.0,0.1
1471,Bob,30.0,Female,200.0,24.992101105845183,2023-02-15,,15.0,0.12496050552922591
1472,Bob,27.35427534588342,Female,100.0,40.0,,Grocery,15.0,0.4
1473,Charlie,30.0,Male,248.95738893925656,40.0,,,15.0,0.16067006554989074
1474,Eve,27.35427534588342,Female,400.0,40.0,,Clothing,5.0,0.1
1475,Bob,35.0,Other,200.0,24.992101105845183,,Grocery,10.0,0.12496050552922591
1476,David,27.35427534588342,Other,300.0,10.0,2023-01-01,Clothing,15.0,0.03333333333333333
1481,Bob,25.0,Other,300.0,30.0,2023-01-01,,20.0,0.1
1482,Eve,27.35427534588342,Male,248.95738893925656,20.0,,Clothing,5.0,0.08033503277494537
1484,Alice,35.0,Male,248.95738893925656,10.0,2023-02-15,Grocery,20.0,0.040167516387472686
1485,Alice,20.0,Female,100.0,10.0,2023-01-01,,10.0,0.1
1486,Alice,35.0,Female,300.0,30.0,,Clothing,5.0,0.1
1488,David,35.0,Female,100.0,40.0,2023-01-01,,20.0,0.4
1489,Eve,35.0,Male,100.0,10.0,2023-02-15,,5.0,0.1
1490,Charlie,30.0,Male,200.0,30.0,2023-02-15,Grocery,20.0,0.15
1491,Charlie,27.35427534588342,Female,200.0,40.0,,,,0.2
1493,Alice,25.0,Male,100.0,20.0,2023-01-01,Electronics,15.0,0.2
1494,Bob,27.35427534588342,Male,300.0,20.0,2023-01-01,Clothing,15.0,0.06666666666666667
1495,David,25.0,Other,200.0,30.0,,Electronics,10.0,0.15
1497,Eve,25.0,Other,248.95738893925656,10.0,2023-01-01,Grocery,,0.040167516387472686
1498,Eve,30.0,Female,200.0,20.0,,Clothing,15.0,0.1
1499,David,25.0,Female,200.0,24.992101105845183,2023-02-15,Furniture,10.0,0.12496050552922591
1500,David,35.0,Other,200.0,24.992101105845183,2023-01-01,Clothing,,0.12496050552922591
1502,Bob,20.0,Male,400.0,20.0,,,,0.05
1503,David,20.0,Female,248.95738893925656,24.992101105845183,2023-01-01,Electronics,5.0,0.10038706307264107
1506,David,25.0,Female,100.0,24.992101105845183,,,5.0,0.24992101105845183
1507,Alice,30.0,Female,200.0,30.0,,Clothing,15.0,0.15
1509,Alice,27.35427534588342,Male,100.0,10.0,,Electronics,10.0,0.1
1510,Bob,27.35427534588342,Other,100.0,40.0,2023-01-01,Grocery,15.0,0.4
1511,Charlie,30.0,Female,400.0,30.0,,Clothing,10.0,0.075
1512,Bob,30.0,Other,200.0,20.0,2023-01-01,,20.0,0.1
1514,Eve,35.0,Other,248.95738893925656,10.0,,,,0.040167516387472686
1515,David,35.0,Male,248.95738893925656,40.0,2023-02-15,Clothing,15.0,0.16067006554989074
1517,Charlie,35.0,Male,200.0,10.0,,Electronics,5.0,0.05
1519,David,35.0,Male,100.0,30.0,,,,0.3
1521,David,35.0,Male,300.0,30.0,,Grocery,5.0,0.1
1523,Charlie,30.0,Male,300.0,10.0,,Clothing,,0.03333333333333333
1525,Charlie,27.35427534588342,Male,248.95738893925656,40.0,,Electronics,,0.16067006554989074
1526,Charlie,27.35427534588342,Female,400.0,30.0,,Electronics,20.0,0.075
1527,Bob,25.0,Other,300.0,30.0,2023-01-01,Grocery,,0.1
1529,Bob,30.0,Male,200.0,20.0,2023-02-15,Electronics,15.0,0.1
1530,Bob,20.0,Female,200.0,10.0,,Electronics,15.0,0.05
1534,Charlie,27.35427534588342,Other,200.0,24.992101105845183,,Furniture,15.0,0.12496050552922591
1535,Eve,20.0,Male,100.0,24.992101105845183,2023-01-01,,5.0,0.24992101105845183
1536,Alice,27.35427534588342,Male,200.0,40.0,2023-01-01,Clothing,20.0,0.2
1540,David,35.0,Female,100.0,10.0,,Grocery,,0.1
1542,David,27.35427534588342,Other,200.0,30.0,,,15.0,0.15
1543,Charlie,25.0,Male,300.0,20.0,2023-02-15,,20.0,0.06666666666666667
1544,Charlie,25.0,Other,100.0,40.0,,Furniture,10.0,0.4
1546,Alice,25.0,Female,100.0,20.0,2023-01-01,,20.0,0.2
1552,Charlie,25.0,Male,248.95738893925656,10.0,,Electronics,20.0,0.040167516387472686
1553,David,20.0,Other,400.0,30.0,,Electronics,10.0,0.075
1554,Charlie,35.0,Female,400.0,20.0,,Clothing,5.0,0.05
1556,Eve,30.0,Female,200.0,10.0,,Clothing,15.0,0.05
1557,Charlie,20.0,Male,248.95738893925656,20.0,,,20.0,0.08033503277494537
1558,Charlie,35.0,Other,400.0,10.0,2023-02-15,,,0.025
1560,Bob,20.0,Male,400.0,20.0,,Electronics,10.0,0.05
1561,David,30.0,Male,200.0,30.0,2023-01-01,Furniture,15.0,0.15
1562,Bob,30.0,Other,400.0,10.0,2023-01-01,,5.0,0.025
1564,Charlie,20.0,Other,248.95738893925656,30.0,2023-02-15,Grocery,10.0,0.12050254916241807
1565,Alice,35.0,Other,248.95738893925656,30.0,2023-02-15,,10.0,0.12050254916241807
1566,Alice,25.0,Female,248.95738893925656,20.0,,Furniture,10.0,0.08033503277494537
1567,David,20.0,Female,300.0,30.0,,Furniture,15.0,0.1
1568,Bob,27.35427534588342,Other,300.0,10.0,,,10.0,0.03333333333333333
1569,David,30.0,Female,200.0,24.992101105845183,,Clothing,10.0,0.12496050552922591
1570,Charlie,35.0,Male,100.0,40.0,,Grocery,10.0,0.4
1571,David,35.0,Other,300.0,24.992101105845183,2023-01-01,,20.0,0.08330700368615061
1574,Eve,20.0,Male,248.95738893925656,10.0,2023-01-01,Electronics,20.0,0.040167516387472686
1577,Bob,25.0,Other,200.0,40.0,2023-02-15,Furniture,15.0,0.2
1578,David,35.0,Male,248.95738893925656,40.0,2023-01-01,Electronics,5.0,0.16067006554989074
1579,Charlie,20.0,Other,300.0,10.0,2023-01-01,,15.0,0.03333333333333333
1580,Eve,35.0,Male,400.0,30.0,2023-02-15,Clothing,5.0,0.075
1581,David,27.35427534588342,Other,248.95738893925656,40.0,2023-01-01,Clothing,10.0,0.16067006554989074
1582,Eve,35.0,Other,200.0,24.992101105845183,2023-02-15,Clothing,5.0,0.12496050552922591
1583,David,35.0,Female,400.0,20.0,,Electronics,5.0,0.05
1585,Charlie,27.35427534588342,Male,100.0,40.0,,Electronics,10.0,0.4
1587,Alice,35.0,Female,300.0,10.0,,,10.0,0.03333333333333333
1588,Alice,27.35427534588342,Male,400.0,10.0,,Furniture,,0.025
1589,David,27.35427534588342,Female,300.0,20.0,2023-01-01,Furniture,20.0,0.06666666666666667
1591,David,25.0,Other,100.0,30.0,,,15.0,0.3
1592,Alice,27.35427534588342,Female,300.0,20.0,,Electronics,10.0,0.06666666666666667
1593,Alice,27.35427534588342,Female,400.0,30.0,,Grocery,5.0,0.075
1594,David,30.0,Other,100.0,10.0,,,20.0,0.1
1596,Eve,25.0,Female,248.95738893925656,40.0,2023-01-01,,15.0,0.16067006554989074
1598,Charlie,35.0,Other,100.0,40.0,2023-01-01,Electronics,10.0,0.4
1599,Eve,35.0,Male,400.0,30.0,2023-02-15,,15.0,0.075
1600,Alice,35.0,Female,400.0,40.0,,,,0.1
1602,Bob,27.35427534588342,Other,400.0,24.992101105845183,2023-02-15,Furniture,15.0,0.062480252764612956
1603,Bob,35.0,Other,248.95738893925656,24.992101105845183,2023-01-01,Clothing,10.0,0.10038706307264107
1604,Charlie,20.0,Female,100.0,40.0,2023-01-01,,5.0,0.4
1605,Eve,35.0,Male,100.0,24.992101105845183,,Electronics,5.0,0.24992101105845183
1606,Alice,27.35427534588342,Female,100.0,40.0,2023-01-01,,20.0,0.4
1608,David,30.0,Other,200.0,40.0,2023-02-15,Furniture,15.0,0.2
1609,Alice,25.0,Male,200.0,10.0,2023-02-15,,10.0,0.05
1611,Charlie,27.35427534588342,Female,400.0,24.992101105845183,,Clothing,,0.062480252764612956
1612,Alice,25.0,Other,248.95738893925656,30.0,2023-01-01,Electronics,20.0,0.12050254916241807
1613,Alice,25.0,Female,300.0,30.0,2023-02-15,Electronics,,0.1
1614,David,20.0,Male,248.95738893925656,10.0,2023-02-15,Electronics,10.0,0.040167516387472686
1615,Alice,27.35427534588342,Male,300.0,24.992101105845183,,Electronics,20.0,0.08330700368615061
1616,David,27.35427534588342,Male,300.0,24.992101105845183,2023-02-15,Furniture,15.0,0.08330700368615061
1617,David,25.0,Male,100.0,30.0,,Clothing,,0.3
1618,Alice,25.0,Male,300.0,30.0,,,10.0,0.1
1619,Bob,25.0,Female,100.0,40.0,2023-02-15,,10.0,0.4
1620,Bob,30.0,Male,200.0,24.992101105845183,,Grocery,15.0,0.12496050552922591
1621,David,35.0,Male,400.0,24.992101105845183,,,10.0,0.062480252764612956
1622,Alice,30.0,Other,300.0,40.0,2023-02-15,Clothing,20.0,0.13333333333333333
1623,Bob,27.35427534588342,Male,400.0,24.992101105845183,2023-02-15,,20.0,0.062480252764612956
1624,Alice,20.0,Other,100.0,10.0,2023-02-15,Furniture,5.0,0.1
1625,Alice,35.0,Other,300.0,30.0,,,15.0,0.1
1626,Alice,20.0,Other,248.95738893925656,30.0,,Electronics,10.0,0.12050254916241807
1627,Eve,27.35427534588342,Female,200.0,30.0,,Electronics,,0.15
1628,Alice,27.35427534588342,Female,200.0,20.0,2023-01-01,Electronics,20.0,0.1
1631,Bob,20.0,Other,248.95738893925656,40.0,2023-01-01,Furniture,20.0,0.16067006554989074
1632,Bob,27.35427534588342,Female,400.0,20.0,2023-01-01,Furniture,5.0,0.05
1633,Bob,25.0,Male,248.95738893925656,24.992101105845183,2023-02-15,,15.0,0.10038706307264107
1635,Bob,35.0,Female,400.0,20.0,,Grocery,,0.05
1636,Bob,27.35427534588342,Male,248.95738893925656,20.0,2023-01-01,Grocery,,0.08033503277494537
1637,Bob,30.0,Male,100.0,10.0,2023-01-01,Electronics,20.0,0.1
1638,David,30.0,Female,100.0,40.0,,Clothing,15.0,0.4
1640,Charlie,25.0,Female,400.0,30.0,2023-01-01,Grocery,15.0,0.075
1642,Charlie,27.35427534588342,Other,100.0,24.992101105845183,2023-01-01,Clothing,5.0,0.24992101105845183
1643,Charlie,20.0,Female,248.95738893925656,10.0,2023-01-01,Furniture,,0.040167516387472686
1644,Alice,27.35427534588342,Female,400.0,24.992101105845183,,Clothing,10.0,0.062480252764612956
1647,Bob,35.0,Female,400.0,10.0,2023-02-15,Furniture,10.0,0.025
1648,David,25.0,Male,400.0,20.0,2023-02-15,Furniture,10.0,0.05
1649,Bob,35.0,Male,100.0,30.0,,Grocery,,0.3
1650,David,25.0,Male,248.95738893925656,20.0,2023-01-01,Electronics,15.0,0.08033503277494537
1651,David,20.0,Other,100.0,40.0,,Electronics,20.0,0.4
1652,Charlie,20.0,Other,100.0,10.0,2023-02-15,Grocery,10.0,0.1
1654,David,30.0,Other,300.0,40.0,2023-01-01,Grocery,5.0,0.13333333333333333
1655,David,27.35427534588342,Male,300.0,40.0,,Grocery,10.0,0.13333333333333333
1656,Bob,35.0,Female,300.0,40.0,2023-02-15,Furniture,5.0,0.13333333333333333
1657,Bob,35.0,Other,100.0,20.0,2023-01-01,Grocery,20.0,0.2
1658,Charlie,35.0,Other,400.0,24.992101105845183,,Clothing,,0.062480252764612956
1659,Alice,20.0,Male,300.0,20.0,2023-01-01,Electronics,5.0,0.06666666666666667
1660,David,35.0,Other,200.0,30.0,2023-02-15,,15.0,0.15
1662,Charlie,27.35427534588342,Female,200.0,30.0,,Grocery,5.0,0.15
1663,Bob,25.0,Male,248.95738893925656,20.0,2023-01-01,Furniture,,0.08033503277494537
1665,David,27.35427534588342,Male,100.0,20.0,,Grocery,10.0,0.2
1667,Alice,20.0,Female,400.0,20.0,2023-02-15,Clothing,5.0,0.05
1668,Eve,20.0,Female,248.95738893925656,10.0,,Electronics,,0.040167516387472686
1675,Eve,30.0,Female,300.0,40.0,,,15.0,0.13333333333333333
1677,David,27.35427534588342,Other,300.0,30.0,2023-02-15,Grocery,15.0,0.1
1678,Bob,27.35427534588342,Female,400.0,40.0,2023-02-15,Furniture,10.0,0.1
1679,Bob,35.0,Male,400.0,24.992101105845183,,Clothing,10.0,0.062480252764612956
1680,Charlie,35.0,Female,200.0,10.0,2023-01-01,,5.0,0.05
1681,Eve,35.0,Male,248.95738893925656,24.992101105845183,,,20.0,0.10038706307264107
1682,Alice,27.35427534588342,Male,100.0,24.992101105845183,2023-01-01,,20.0,0.24992101105845183
1683,Charlie,25.0,Other,248.95738893925656,20.0,,Grocery,10.0,0.08033503277494537
1686,Bob,27.35427534588342,Female,248.95738893925656,24.992101105845183,2023-01-01,Furniture,20.0,0.10038706307264107
1688,Charlie,20.0,Other,300.0,30.0,,Clothing,20.0,0.1
1689,Eve,20.0,Female,400.0,24.992101105845183,2023-01-01,Furniture,5.0,0.062480252764612956
1690,Eve,20.0,Female,248.95738893925656,24.992101105845183,2023-02-15,Electronics,20.0,0.10038706307264107
1691,Alice,27.35427534588342,Female,248.95738893925656,24.992101105845183,,Furniture,,0.10038706307264107
1695,Bob,25.0,Female,200.0,40.0,,Furniture,,0.2
1696,Eve,25.0,Female,200.0,10.0,2023-01-01,,20.0,0.05
1697,David,30.0,Male,200.0,30.0,2023-02-15,Grocery,20.0,0.15
1698,Eve,35.0,Male,200.0,40.0,2023-01-01,Grocery,20.0,0.2
1700,David,20.0,Female,248.95738893925656,20.0,2023-02-15,Electronics,10.0,0.08033503277494537
1703,David,35.0,Male,248.95738893925656,20.0,,Clothing,,0.08033503277494537
1704,Bob,30.0,Other,100.0,40.0,,Electronics,20.0,0.4
1706,Charlie,27.35427534588342,Other,100.0,24.992101105845183,2023-01-01,,15.0,0.24992101105845183
1707,Alice,25.0,Other,100.0,24.992101105845183,2023-02-15,Clothing,,0.24992101105845183
1708,David,27.35427534588342,Female,300.0,10.0,,Furniture,,0.03333333333333333
1709,Bob,30.0,Female,400.0,20.0,2023-02-15,Furniture,,0.05
1711,Bob,35.0,Male,100.0,40.0,,Grocery,10.0,0.4
1712,David,27.35427534588342,Male,248.95738893925656,10.0,,Clothing,5.0,0.040167516387472686
1715,David,27.35427534588342,Male,200.0,40.0,2023-01-01,,5.0,0.2
1716,Bob,35.0,Other,248.95738893925656,24.992101105845183,,Clothing,,0.10038706307264107
1718,Charlie,27.35427534588342,Other,300.0,40.0,2023-02-15,Furniture,,0.13333333333333333
1721,David,30.0,Other,100.0,30.0,,Electronics,5.0,0.3
1722,Charlie,27.35427534588342,Other,100.0,24.992101105845183,,Grocery,5.0,0.24992101105845183
1723,Eve,25.0,Male,200.0,24.992101105845183,,Clothing,10.0,0.12496050552922591
1725,Eve,20.0,Female,100.0,10.0,,Clothing,,0.1
1726,Alice,30.0,Female,300.0,24.992101105845183,2023-01-01,,,0.08330700368615061
1730,Bob,30.0,Other,248.95738893925656,24.992101105845183,,Electronics,20.0,0.10038706307264107
1731,David,30.0,Female,200.0,24.992101105845183,,Electronics,5.0,0.12496050552922591
1732,Bob,20.0,Female,400.0,24.992101105845183,2023-02-15,,20.0,0.062480252764612956
1733,Eve,20.0,Female,300.0,24.992101105845183,2023-02-15,Electronics,20.0,0.08330700368615061
1735,Eve,20.0,Other,248.95738893925656,20.0,2023-01-01,Clothing,20.0,0.08033503277494537
1737,David,35.0,Male,400.0,10.0,2023-01-01,Grocery,5.0,0.025
1738,Eve,27.35427534588342,Male,100.0,30.0,2023-01-01,Clothing,5.0,0.3
1739,Alice,30.0,Female,400.0,24.992101105845183,,Clothing,,0.062480252764612956
1741,Bob,30.0,Male,100.0,40.0,,Electronics,20.0,0.4
1742,Alice,27.35427534588342,Male,100.0,40.0,2023-02-15,Clothing,5.0,0.4
1744,Alice,35.0,Other,200.0,20.0,,Grocery,15.0,0.1
1747,Bob,20.0,Other,200.0,10.0,,Grocery,10.0,0.05
1748,Charlie,27.35427534588342,Female,100.0,24.992101105845183,2023-02-15,Electronics,15.0,0.24992101105845183
1749,Eve,20.0,Female,400.0,10.0,2023-01-01,,5.0,0.025
1750,Eve,25.0,Female,400.0,20.0,,Electronics,,0.05
1751,Alice,30.0,Other,248.95738893925656,10.0,,Electronics,,0.040167516387472686
1752,David,30.0,Male,400.0,24.992101105845183,2023-02-15,Clothing,20.0,0.062480252764612956
1753,David,35.0,Other,300.0,40.0,2023-01-01,,10.0,0.13333333333333333
1755,Charlie,30.0,Other,100.0,10.0,2023-01-01,Clothing,15.0,0.1
1756,Bob,35.0,Male,100.0,20.0,,Furniture,,0.2
1757,Charlie,25.0,Male,400.0,30.0,2023-02-15,Grocery,15.0,0.075
1759,Eve,20.0,Female,100.0,30.0,,Furniture,,0.3
1760,Bob,27.35427534588342,Male,200.0,24.992101105845183,,Grocery,,0.12496050552922591
1761,David,25.0,Male,200.0,24.992101105845183,,,5.0,0.12496050552922591
1762,Alice,35.0,Male,300.0,30.0,,Electronics,15.0,0.1
1764,Eve,35.0,Male,300.0,20.0,,Grocery,10.0,0.06666666666666667
1765,David,25.0,Female,100.0,20.0,2023-01-01,Furniture,20.0,0.2
1767,David,30.0,Female,100.0,24.992101105845183,2023-02-15,Grocery,10.0,0.24992101105845183
1768,Alice,20.0,Male,248.95738893925656,24.992101105845183,,Grocery,20.0,0.10038706307264107
1769,Alice,30.0,Male,400.0,24.992101105845183,,,10.0,0.062480252764612956
1770,David,20.0,Female,248.95738893925656,40.0,2023-01-01,Clothing,15.0,0.16067006554989074
1773,Charlie,25.0,Female,400.0,10.0,,Grocery,5.0,0.025
1774,Eve,27.35427534588342,Male,300.0,40.0,,Furniture,10.0,0.13333333333333333
1775,Eve,35.0,Other,400.0,10.0,,Electronics,15.0,0.025
1776,David,35.0,Female,200.0,30.0,2023-01-01,Electronics,,0.15
1777,Eve,35.0,Female,300.0,20.0,2023-02-15,,,0.06666666666666667
1778,Alice,20.0,Female,300.0,20.0,,Furniture,15.0,0.06666666666666667
1779,Alice,35.0,Male,200.0,20.0,,Grocery,20.0,0.1
1781,David,25.0,Male,248.95738893925656,20.0,,Grocery,,0.08033503277494537
1782,David,30.0,Female,248.95738893925656,40.0,2023-01-01,Electronics,15.0,0.16067006554989074
1783,Charlie,35.0,Male,400.0,40.0,2023-02-15,,5.0,0.1
1784,Eve,27.35427534588342,Male,200.0,10.0,2023-02-15,Electronics,20.0,0.05
1785,David,35.0,Female,300.0,20.0,2023-01-01,Clothing,15.0,0.06666666666666667
1786,Bob,20.0,Male,300.0,24.992101105845183,2023-01-01,Clothing,,0.08330700368615061
1787,Bob,20.0,Other,300.0,20.0,,Grocery,15.0,0.06666666666666667
1788,Alice,20.0,Male,400.0,20.0,2023-01-01,,15.0,0.05
1789,Eve,35.0,Male,400.0,20.0,2023-01-01,Grocery,10.0,0.05
1792,Eve,35.0,Female,248.95738893925656,40.0,,Grocery,,0.16067006554989074
1793,Alice,25.0,Female,248.95738893925656,24.992101105845183,2023-01-01,Grocery,10.0,0.10038706307264107
1795,Eve,35.0,Other,400.0,10.0,,,20.0,0.025
1796,Eve,35.0,Male,248.95738893925656,40.0,,,5.0,0.16067006554989074
1797,Charlie,25.0,Other,200.0,20.0,2023-02-15,Grocery,5.0,0.1
1798,Eve,25.0,Other,200.0,30.0,2023-02-15,,5.0,0.15
1800,Alice,35.0,Female,300.0,20.0,,Furniture,15.0,0.06666666666666667
1801,Charlie,25.0,Male,300.0,40.0,,Furniture,5.0,0.13333333333333333
1802,David,20.0,Female,248.95738893925656,20.0,2023-01-01,Clothing,15.0,0.08033503277494537
